jaar;watertype;seizoen;bedrijfstype;hoofdgrondsoortregio;jaartot_gem;std;component;symbool;eenheid;p10;p25;p50;p75;p90;perc_dg;aantal_bedrijven;volgnummer_c;volgnummer_h;mark_ab;component_naam;mark_dg;dg;aantal_bedrijfstype;in_tabel;in_trendgrafiek;in_jaargrafiek;versie;meetnet
2003;slootwater;winter;akkerbouw;klei;21;8.9;Nitraat;(NO3);mg/l;12;14;18;30;34;0;16;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2004;slootwater;winter;akkerbouw;klei;45;30;Nitraat;(NO3);mg/l;6;21;43;62;75;0;36;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2005;slootwater;winter;akkerbouw;klei;35;25;Nitraat;(NO3);mg/l;7.3;18;28;51;69;3.4;29;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2006;slootwater;winter;akkerbouw;klei;34;19;Nitraat;(NO3);mg/l;15;23;28;41;60;0;29;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;akkerbouw;klei;41;27;Nitraat;(NO3);mg/l;9.1;21;37;70;85;0;25;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;akkerbouw;klei;33;25;Nitraat;(NO3);mg/l;5.8;17;23;49;76;0;24;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;akkerbouw;klei;23;17;Nitraat;(NO3);mg/l;3.1;10;18;32;46;0;29;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;akkerbouw;klei;24;15;Nitraat;(NO3);mg/l;6.5;11;25;31;41;0;29;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;akkerbouw;klei;14;7.3;Nitraat;(NO3);mg/l;4.7;9.1;15;18;23;0;29;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;winter;akkerbouw;klei;19;13;Nitraat;(NO3);mg/l;2.6;7.6;22;29;37;0;32;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;akkerbouw;klei;19;15;Nitraat;(NO3);mg/l;3.7;6.5;14;30;38;0;32;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;winter;akkerbouw;klei;24;25;Nitraat;(NO3);mg/l;4.2;8;17;27;43;0;31;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;akkerbouw;klei;24;16;Nitraat;(NO3);mg/l;6.2;10;21;34;47;0;30;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;akkerbouw;klei;22;13;Nitraat;(NO3);mg/l;5.8;7.9;22;34;41;0;30;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;akkerbouw;klei;24;18;Nitraat;(NO3);mg/l;6.7;10;19;33;48;0;30;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;akkerbouw;klei;24;15;Nitraat;(NO3);mg/l;8.3;12;21;37;43;0;29;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;akkerbouw;klei;44;25;Nitraat;(NO3);mg/l;20;27;43;53;76;0;32;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;akkerbouw;klei;42;28;Nitraat;(NO3);mg/l;8;19;44;52;79;0;31;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;akkerbouw;klei;30;29;Nitraat;(NO3);mg/l;9.4;12;23;33;50;0;31;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;akkerbouw;klei;22;20;Nitraat;(NO3);mg/l;4.9;9.5;17;29;40;0;30;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;akkerbouw;klei;23;19;Nitraat;(NO3);mg/l;5.3;8.6;21;32;43;0;30;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;akkerbouw;klei;16;9.8;Nitraat;(NO3);mg/l;3.4;9.6;17;20;28;0;30;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;akkerbouw;zand;60;28;Nitraat;(NO3);mg/l;34;35;66;78;105;0;10;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;akkerbouw;zand;64;43;Nitraat;(NO3);mg/l;24;32;49;77;107;0;10;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;akkerbouw;zand;36;31;Nitraat;(NO3);mg/l;7;13;23;56;72;0;16;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;akkerbouw;zand;41;33;Nitraat;(NO3);mg/l;10;19;35;52;66;0;18;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;akkerbouw;zand;38;37;Nitraat;(NO3);mg/l;10;14;23;42;97;0;18;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;winter;akkerbouw;zand;41;33;Nitraat;(NO3);mg/l;12;20;29;57;85;0;18;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;akkerbouw;zand;33;40;Nitraat;(NO3);mg/l;7.7;14;22;30;50;0;19;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;winter;akkerbouw;zand;34;27;Nitraat;(NO3);mg/l;8.5;16;25;45;71;0;20;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;akkerbouw;zand;40;22;Nitraat;(NO3);mg/l;18;25;37;47;78;0;19;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;akkerbouw;zand;35;24;Nitraat;(NO3);mg/l;13;20;25;40;56;0;18;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;akkerbouw;zand;42;38;Nitraat;(NO3);mg/l;14;19;26;55;73;0;18;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;akkerbouw;zand;42;50;Nitraat;(NO3);mg/l;12;15;27;36;111;0;18;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;akkerbouw;zand;49;38;Nitraat;(NO3);mg/l;16;22;39;60;71;0;18;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;akkerbouw;zand;40;39;Nitraat;(NO3);mg/l;7.9;17;29;43;82;0;19;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;akkerbouw;zand;46;37;Nitraat;(NO3);mg/l;15;17;38;58;69;0;19;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;akkerbouw;zand;47;38;Nitraat;(NO3);mg/l;16;25;32;56;85;0;19;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;akkerbouw;zand;40;28;Nitraat;(NO3);mg/l;18;26;30;44;75;0;19;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;akkerbouw;zand;30;22;Nitraat;(NO3);mg/l;7;18;25;35;58;0;19;5;5;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2003;slootwater;winter;alle;klei;18;15;Nitraat;(NO3);mg/l;2.7;6.4;15;28;40;0;46;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2004;slootwater;winter;alle;klei;37;36;Nitraat;(NO3);mg/l;5.9;12;29;54;72;0;66;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2005;slootwater;winter;alle;klei;25;24;Nitraat;(NO3);mg/l;3.2;5.7;18;33;56;3.7;54;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2006;slootwater;winter;alle;klei;25;25;Nitraat;(NO3);mg/l;0.53;4.8;20;32;57;5.4;56;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;alle;klei;28;27;Nitraat;(NO3);mg/l;2.5;6.7;20;38;76;3.3;91;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;alle;klei;23;25;Nitraat;(NO3);mg/l;1.2;4.9;17;30;66;2.2;89;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;alle;klei;17;17;Nitraat;(NO3);mg/l;1.8;3.8;10;26;41;2.2;92;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;alle;klei;18;16;Nitraat;(NO3);mg/l;3.6;6;13;26;38;0;96;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;alle;klei;11;10;Nitraat;(NO3);mg/l;1.2;3.7;9.3;16;24;1.1;93;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;winter;alle;klei;13;12;Nitraat;(NO3);mg/l;0.8;2.4;8.5;24;31;2.1;95;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;alle;klei;12;13;Nitraat;(NO3);mg/l;0.6;2;6.7;21;31;3;100;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;winter;alle;klei;14;20;Nitraat;(NO3);mg/l;1.3;2.5;7.6;21;35;1.1;95;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;alle;klei;17;15;Nitraat;(NO3);mg/l;2.2;4.7;12;24;38;0;91;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;alle;klei;14;14;Nitraat;(NO3);mg/l;1.6;3;7.6;24;36;0;91;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;alle;klei;17;19;Nitraat;(NO3);mg/l;1.9;3.9;9.5;27;45;0;92;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;alle;klei;16;16;Nitraat;(NO3);mg/l;1.3;2.8;10;23;41;0;92;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;alle;klei;31;25;Nitraat;(NO3);mg/l;5;11;25;45;66;0;92;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;alle;klei;26;27;Nitraat;(NO3);mg/l;2.4;6.4;17;44;70;0;97;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;alle;klei;21;24;Nitraat;(NO3);mg/l;2.9;6.6;15;27;38;0;97;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;alle;klei;14;17;Nitraat;(NO3);mg/l;1;2.8;6.4;19;34;2;100;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;alle;klei;15;17;Nitraat;(NO3);mg/l;1.5;3.5;8.7;23;34;0;95;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;alle;klei;11;10;Nitraat;(NO3);mg/l;1.3;2.7;7.5;17;24;0;98;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
1996;slootwater;winter;alle;veen;4.2;5.4;Nitraat;(NO3);mg/l;0;0.29;1.8;5.8;9.8;24;17;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
1999;slootwater;winter;alle;veen;2.5;6;Nitraat;(NO3);mg/l;0.12;0.6;1.2;2.1;2.2;20;15;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2002;slootwater;winter;alle;veen;3;2;Nitraat;(NO3);mg/l;0.93;1.4;2.7;3.9;4.5;0;19;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2005;slootwater;winter;alle;veen;4.6;6.9;Nitraat;(NO3);mg/l;0.22;1.4;2.2;5.9;18;17;18;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2006;slootwater;winter;alle;veen;0.68;1.1;Nitraat;(NO3);mg/l;0;0;0;0.59;0.61;38;16;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;alle;veen;6;7.8;Nitraat;(NO3);mg/l;0.81;2.5;4.3;6.2;11;4.1;49;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;alle;veen;4.4;4.9;Nitraat;(NO3);mg/l;0.68;1.6;2.7;4.7;10;2.1;48;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;alle;veen;3.6;5;Nitraat;(NO3);mg/l;0.53;0.94;2;3.2;7.9;0;48;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;alle;veen;3.5;5;Nitraat;(NO3);mg/l;0.41;0.91;1.9;3.4;8.8;0;48;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;alle;veen;3.3;5.5;Nitraat;(NO3);mg/l;0.26;0.71;1.6;3.6;6.4;2.1;48;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2012;slootwater;winter;alle;veen;2.7;3.4;Nitraat;(NO3);mg/l;0.4;0.92;1.8;3.3;5;0;47;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;alle;veen;2.4;3.1;Nitraat;(NO3);mg/l;0.37;0.86;1.6;2.7;4.6;3.7;54;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2014;slootwater;winter;alle;veen;3.4;4.3;Nitraat;(NO3);mg/l;0.54;1.1;2.1;4;6.3;0;55;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;alle;veen;6.1;8.4;Nitraat;(NO3);mg/l;0.75;1.7;2.7;6.3;15;0;55;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;alle;veen;3.5;4.9;Nitraat;(NO3);mg/l;0.73;1.2;1.9;3.5;6.5;1.8;55;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;alle;veen;2.9;4.4;Nitraat;(NO3);mg/l;0.5;0.99;2;3.2;4.7;0;54;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;alle;veen;3.2;4.5;Nitraat;(NO3);mg/l;0.88;1.2;2.2;3.3;4.8;0;54;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;alle;veen;9.6;11;Nitraat;(NO3);mg/l;1.3;3.1;6.2;10;19;0;50;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;alle;veen;5.2;10;Nitraat;(NO3);mg/l;0.7;1.5;3;4.1;11;0;52;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;alle;veen;4.2;8.6;Nitraat;(NO3);mg/l;0.78;1.4;2;3.3;6.5;1.8;55;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;alle;veen;2.7;2.4;Nitraat;(NO3);mg/l;0.84;1.3;2.1;2.9;4.5;0;55;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;alle;veen;3.3;3.8;Nitraat;(NO3);mg/l;0.99;1.5;2.3;3.5;6.5;1.7;58;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;alle;veen;3.7;7;Nitraat;(NO3);mg/l;0.9;1.3;2.1;3.7;5.1;0;56;5;25;;Nitraat (NO3);;0.13;1;1;1;1;17-okt-25;basismeetnet
2005;slootwater;winter;alle;zand;45;33;Nitraat;(NO3);mg/l;13;20;33;69;96;0;26;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2006;slootwater;winter;alle;zand;65;48;Nitraat;(NO3);mg/l;21;30;46;86;124;0;28;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;alle;zand;49;39;Nitraat;(NO3);mg/l;10;23;33;68;98;0;50;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;alle;zand;44;46;Nitraat;(NO3);mg/l;10;15;28;65;89;0;51;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;alle;zand;38;38;Nitraat;(NO3);mg/l;5.1;13;24;56;77;0;57;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;alle;zand;34;30;Nitraat;(NO3);mg/l;5.8;13;26;42;84;0;55;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;alle;zand;30;28;Nitraat;(NO3);mg/l;3;12;21;38;71;0;57;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;winter;alle;zand;30;26;Nitraat;(NO3);mg/l;4.6;11;27;44;57;0;58;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;alle;zand;26;27;Nitraat;(NO3);mg/l;2.4;8.1;17;41;55;0;60;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;winter;alle;zand;28;24;Nitraat;(NO3);mg/l;2.6;11;20;38;63;0;54;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;alle;zand;25;19;Nitraat;(NO3);mg/l;4.1;8.4;24;37;44;0;55;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;alle;zand;23;19;Nitraat;(NO3);mg/l;3.8;9.3;17;31;47;0;54;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;alle;zand;27;25;Nitraat;(NO3);mg/l;5;11;18;38;54;0;54;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;alle;zand;28;32;Nitraat;(NO3);mg/l;1.9;8.2;18;36;46;0;55;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;alle;zand;51;51;Nitraat;(NO3);mg/l;8.2;20;36;64;95;0;55;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;alle;zand;39;38;Nitraat;(NO3);mg/l;4.8;14;27;57;85;0;56;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;alle;zand;39;31;Nitraat;(NO3);mg/l;4.1;15;39;55;69;0;59;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;alle;zand;32;32;Nitraat;(NO3);mg/l;1.8;8.5;20;47;84;0;59;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;alle;zand;34;30;Nitraat;(NO3);mg/l;3.3;9;26;43;76;0;59;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;alle;zand;23;19;Nitraat;(NO3);mg/l;2.3;5.6;19;38;48;0;60;5;25;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;dierbedrijf;klei;30;31;Nitraat;(NO3);mg/l;2;8.2;20;48;96;6.2;16;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;dierbedrijf;klei;26;34;Nitraat;(NO3);mg/l;0.56;2.7;12;36;94;14;14;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;dierbedrijf;klei;21;23;Nitraat;(NO3);mg/l;2;6;10;29;62;0;11;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;dierbedrijf;klei;22;26;Nitraat;(NO3);mg/l;2.1;4.8;13;23;71;0;13;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;dierbedrijf;klei;14;20;Nitraat;(NO3);mg/l;1;2.4;3.9;20;55;0;11;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;dierbedrijf;klei;11;9;Nitraat;(NO3);mg/l;1.4;2;10;22;23;10;10;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2014;slootwater;winter;dierbedrijf;klei;7.3;9.8;Nitraat;(NO3);mg/l;0.53;1.1;2.6;9.5;26;0;11;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2015;slootwater;winter;dierbedrijf;klei;6.5;6.9;Nitraat;(NO3);mg/l;0.49;0.75;2.9;10;18;0;12;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2016;slootwater;winter;dierbedrijf;klei;7.7;8.1;Nitraat;(NO3);mg/l;1.2;2.4;4.2;12;23;0;11;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2017;slootwater;winter;dierbedrijf;klei;22;29;Nitraat;(NO3);mg/l;1.6;2.6;5.7;26;62;0;12;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2018;slootwater;winter;dierbedrijf;klei;9.4;13;Nitraat;(NO3);mg/l;0.98;1.6;2.6;8.2;36;0;12;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2019;slootwater;winter;dierbedrijf;klei;22;20;Nitraat;(NO3);mg/l;1.6;2.9;13;35;51;0;13;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2020;slootwater;winter;dierbedrijf;klei;15;29;Nitraat;(NO3);mg/l;0.77;1.3;1.7;7.7;48;0;13;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2021;slootwater;winter;dierbedrijf;klei;18;25;Nitraat;(NO3);mg/l;1.2;1.5;6.5;17;54;0;11;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2022;slootwater;winter;dierbedrijf;klei;8.7;13;Nitraat;(NO3);mg/l;0.66;1.6;4.6;8.4;15;0;13;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2023;slootwater;winter;dierbedrijf;klei;7.8;9.4;Nitraat;(NO3);mg/l;0.7;1.5;4.2;8.8;24;0;14;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2024;slootwater;winter;dierbedrijf;klei;6.2;9.3;Nitraat;(NO3);mg/l;0.54;1.1;1.6;6.8;21;0;13;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;dierbedrijf;zand;59;64;Nitraat;(NO3);mg/l;19;24;51;69;163;0;10;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;dierbedrijf;zand;59;36;Nitraat;(NO3);mg/l;21;28;76;96;104;0;10;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;dierbedrijf;zand;45;30;Nitraat;(NO3);mg/l;15;21;42;70;97;0;11;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;dierbedrijf;zand;28;18;Nitraat;(NO3);mg/l;9.8;14;29;50;52;0;10;5;15;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2003;slootwater;winter;melkvee;klei;11;12;Nitraat;(NO3);mg/l;1.1;2.9;6.3;11;27;0;29;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2004;slootwater;winter;melkvee;klei;24;23;Nitraat;(NO3);mg/l;5;9.7;14;31;51;0;26;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2005;slootwater;winter;melkvee;klei;15;18;Nitraat;(NO3);mg/l;2.3;3.9;6.2;24;34;4.8;21;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2006;slootwater;winter;melkvee;klei;9;12;Nitraat;(NO3);mg/l;0.01;0.58;4;17;20;14;21;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2007;slootwater;winter;melkvee;klei;12;13;Nitraat;(NO3);mg/l;1.3;3.8;6.9;16;28;4;50;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2008;slootwater;winter;melkvee;klei;11;13;Nitraat;(NO3);mg/l;0.87;1.9;5.4;15;33;0;51;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2009;slootwater;winter;melkvee;klei;8.9;9.6;Nitraat;(NO3);mg/l;1.3;2.8;6.4;11;19;3.8;52;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2010;slootwater;winter;melkvee;klei;11;7.8;Nitraat;(NO3);mg/l;1.6;5.4;8.8;14;23;0;54;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2011;slootwater;winter;melkvee;klei;7.3;6.8;Nitraat;(NO3);mg/l;0.83;2.4;4.9;11;16;1.9;53;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2012;slootwater;winter;melkvee;klei;6.1;6.3;Nitraat;(NO3);mg/l;0.49;1.1;3.9;9.5;13;3.7;54;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
2013;slootwater;winter;melkvee;klei;5.3;7;Nitraat;(NO3);mg/l;0.46;1.1;2.7;6.7;13;3.4;58;5;10;;Nitraat (NO3);;0.13;3;1;1;1;17-okt-25;basismeetnet
